# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	COGID	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
443	29	bone	hāḍ	None	Marathi	11	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	11	bone:11
444	29	bone	hāḍ	None	Konkani	11	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	11	bone:11
445	29	bone	har	ɦaɹ	Assamese	11	ɦ a ɹ	3 7 5	AXN	HAR	1	1.H.C 1.A.V 1.R.c	2.0 1.5 0.8	0	11	bone:11
446	29	bone	haṛ	ɦaɹ	Bengali	11	ɦ a ɹ	3 7 5	AXN	HAR	2	2.H.C 2.A.V 2.R.c	2.0 1.5 0.8	0	11	bone:11
447	29	bone	haḍô	None	Oriya	11	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	11	bone:11
448	29	bone	kaṭu	None	Sinhalese	11	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	11	bone:11
449	29	bone	kaṣi	None	Dhivehi	11	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	11	bone:11
450	29	bone	kòkalo	None	Romani	11	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	11	bone:11
#
706	47	breast	breast	bɹɛst	English	263	b ɹ ɛ s t	1 5 7 3 1	ACXLN	PREST	4	4.P.C 4.R.C 4.E.V 4.S.c 4.T.c	2.0 1.5 1.5 1.1 0.8	0	12	breast:12
707	47	breast	chātī	tʃʰɑːtiː	Hindi	12	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	6	6.T.C 6.S.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.5 1.75 0.8	0	12	breast:12
708	47	breast	sīnā	siːna	Urdu	12	s iː n a	3 7 4 7	AXBZ	SINA	15	15.S.C 15.I.V 15.N.C 15.A.V	2.0 1.5 1.75 0.8	0	12	breast:12
709	47	breast	chātī	stɐnɐ	Nepali	12	s t ɐ n ɐ	3 1 7 4 7	ACYBZ	STENE	9	9.S.C 9.T.C 9.E.V 9.N.C 9.E.V	2.0 1.5 1.3 1.75 0.8	0	12	breast:12
710	47	breast	chātī	None	Punjabi	12	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
711	47	breast	chātī	None	Sindhi	12	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
712	47	breast	chātī	None	Gujarati	12	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
713	47	breast	chātī	stɐnɐ	Marathi	-4	s t ɐ n ɐ	3 1 7 4 7	ACYBZ	STENE	8	8.S.C 8.T.C 8.E.V 8.N.C 8.E.V	2.0 1.5 1.3 1.75 0.8	0	12	breast:12
714	47	breast	chātī	tʰɑn	Konkani	116	tʰ ɑ n	1 7 4	AXN	TAN	7	7.T.C 7.A.V 7.N.c	2.0 1.5 0.8	0	12	breast:12
715	47	breast	buku	buku	Assamese	297	b u k u	1 7 1 7	AXBZ	PYKY	1	1.P.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	0	12	breast:12
716	47	breast	buk	None	Bengali	297	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
717	47	breast	stônô	None	Oriya	12	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
718	47	breast	tanē	None	Sinhalese	116	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
719	47	breast	kisfā	None	Dhivehi	297	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
720	47	breast	ćući	None	Romani	592	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	12	breast:12
#
871	58	cloud	cloud	klaʊd	English	208	k l aʊ d	1 5 7 1	ACXN	KLAT	4	4.K.C 4.L.C 4.A.V 4.T.c	2.0 1.5 1.5 0.8	0	13	cloud:13
872	58	cloud	bādal	bɑːdəl	Hindi	15	b ɑː d ə l	1 7 1 7 5	AXBYN	PATEL	6	6.P.C 6.A.V 6.T.C 6.E.V 6.L.c	2.0 1.5 1.75 1.3 0.8	0	13	cloud:13
873	58	cloud	bādal	bɑːdəl	Urdu	15	b ɑː d ə l	1 7 1 7 5	AXBYN	PATEL	15	15.P.C 15.A.V 15.T.C 15.E.V 15.L.c	2.0 1.5 1.75 1.3 0.8	0	13	cloud:13
874	58	cloud	bādal	bɑːdəl	Nepali	15	b ɑː d ə l	1 7 1 7 5	AXBYN	PATEL	9	9.P.C 9.A.V 9.T.C 9.E.V 9.L.c	2.0 1.5 1.75 1.3 0.8	0	13	cloud:13
875	58	cloud	baddal	None	Punjabi	15	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	13	cloud:13
876	58	cloud	kakaru	None	Sindhi	179	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	13	cloud:13
877	58	cloud	vādaḷ	None	Gujarati	15	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	13	cloud:13
878	58	cloud	ḍhag	None	Marathi	272	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	13	cloud:13
879	58	cloud	kūp	kúːpɐ	Konkani	-3	k úː p ɐ	1 7 1 7	AXBZ	KYPE	7	7.K.C 7.Y.V 7.P.C 7.E.V	2.0 1.5 1.75 0.8	0	13	cloud:13
880	58	cloud	megh	mɛɡ	Assamese	15	m ɛ ɡ	4 7 1	AXN	MEK	1	1.M.C 1.E.V 1.K.c	2.0 1.5 0.8	0	13	cloud:13
881	58	cloud	megh	mɛɡ	Bengali	-2	m ɛ ɡ	4 7 1	AXN	MEK	2	2.M.C 2.E.V 2.K.c	2.0 1.5 0.8	0	13	cloud:13
882	58	cloud	meghô	meɡʱɔ	Oriya	-2	m e ɡʱ ɔ	4 7 1 7	AXBZ	MEKU	10	10.M.C 10.E.V 10.K.C 10.U.V	2.0 1.5 1.75 0.8	0	13	cloud:13
883	58	cloud	wæli	None	Sinhalese	391	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	13	cloud:13
884	58	cloud	vilā	ʋiləː	Dhivehi	391	ʋ i l əː	6 7 5 7	AXBZ	WILE	3	3.W.C 3.I.V 3.L.C 3.E.V	2.0 1.5 1.75 0.8	0	13	cloud:13
885	58	cloud	noro	noro	Romani	-4	n o r o	4 7 5 7	AXBZ	NURU	12	12.N.C 12.U.V 12.R.C 12.U.V	2.0 1.5 1.75 0.8	0	13	cloud:13
#
1066	71	cold	cold	ˈkəʊld	English	321	ˈk əʊ l d	1 7 5 1	AXLN	KELT	4	4.K.C 4.E.V 4.L.c 4.T.c	2.0 1.5 1.1 0.8	0	14	cold:14
1067	71	cold	ṭhaṇḍā	ʈʰəɳɖɑː	Hindi	458	ʈʰ ə ɳ ɖ ɑː	1 7 4 1 7	AXMBZ	TENTA	6	6.T.C 6.E.V 6.N.c 6.T.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	14	cold:14
1068	71	cold	sard	None	Urdu	458	N o n e	0 7 4 7	AXBZ	0UNE	15	15.0.C 15.U.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1069	71	cold	ṭhaṇḍā	tsiso	Nepali	332	t s i s o	1 3 7 3 7	ACXBZ	TSISU	9	9.T.C 9.S.C 9.I.V 9.S.C 9.U.V	2.0 1.5 1.5 1.75 0.8	0	14	cold:14
1070	71	cold	ṭhaṇḍā	None	Punjabi	458	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1071	71	cold	thadho	None	Sindhi	458	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1072	71	cold	ṭhaṇḍu	None	Gujarati	458	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1073	71	cold	gār	None	Marathi	458	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1074	71	cold	thaṇḍa	None	Konkani	458	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1075	71	cold	sẽsa	None	Assamese	458	N o n e	0 7 4 7	AXBZ	0UNE	1	1.0.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1076	71	cold	ṭhanḍa	None	Bengali	458	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1077	71	cold	thôṇḍa	tʰɔɳɖa	Oriya	458	tʰ ɔ ɳ ɖ a	1 7 4 1 7	AXMBZ	TUNTA	10	10.T.C 10.U.V 10.N.c 10.T.C 10.A.V	2.0 1.5 1.1 1.75 0.8	0	14	cold:14
1078	71	cold	sisil	None	Sinhalese	392	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1079	71	cold	fini	None	Dhivehi	528	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
1080	71	cold	śudro	None	Romani	218	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	14	cold:14
#
286	19	dog	dog	dɒɡ	English	438	d ɒ ɡ	1 7 1	AXN	TOK	4	4.T.C 4.O.V 4.K.c	2.0 1.5 0.8	0	15	dog:15
287	19	dog	kuttā	kʊttɑː	Hindi	18	k ʊ tt ɑː	1 7 1 7	AXBZ	KYTA	6	6.K.C 6.Y.V 6.T.C 6.A.V	2.0 1.5 1.75 0.8	0	15	dog:15
288	19	dog	kuttā	kʊttɑː	Urdu	18	k ʊ tt ɑː	1 7 1 7	AXBZ	KYTA	15	15.K.C 15.Y.V 15.T.C 15.A.V	2.0 1.5 1.75 0.8	0	15	dog:15
289	19	dog	kukur	kukur	Nepali	302	k u k u r	1 7 1 7 5	AXBYN	KYKYR	9	9.K.C 9.Y.V 9.K.C 9.Y.V 9.R.c	2.0 1.5 1.75 1.3 0.8	0	15	dog:15
290	19	dog	kuttā	None	Punjabi	18	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
291	19	dog	kuto	None	Sindhi	18	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
292	19	dog	kutro	None	Gujarati	18	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
293	19	dog	kutrā	None	Marathi	18	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
294	19	dog	kutro	None	Konkani	18	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
295	19	dog	kukur	kukuɹ	Assamese	302	k u k u ɹ	1 7 1 7 5	AXBYN	KYKYR	1	1.K.C 1.Y.V 1.K.C 1.Y.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	15	dog:15
296	19	dog	kukur	kukuɾ	Bengali	302	k u k u ɾ	1 7 1 7 5	AXBYN	KYKYR	2	2.K.C 2.Y.V 2.K.C 2.Y.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	15	dog:15
297	19	dog	kukurô	kukuɾɔ	Oriya	302	k u k u ɾ ɔ	1 7 1 7 5 7	AXBYBZ	KYKYRU	10	10.K.C 10.Y.V 10.K.C 10.Y.V 10.R.C 10.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	15	dog:15
298	19	dog	ballā	None	Sinhalese	394	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
299	19	dog	baḷu	None	Dhivehi	302	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
300	19	dog	ʒukel	None	Romani	595	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	15	dog:15
#
1141	76	dry	dry	dɹaɪ	English	472	d ɹ aɪ	1 5 7	ACX	TRA	4	4.T.C 4.R.C 4.A.V	2.0 1.5 1.5	0	16	dry:16
1142	76	dry	sūkhā	suːkʰɑː	Hindi	20	s uː kʰ ɑː	3 7 1 7	AXBZ	SYKA	6	6.S.C 6.Y.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	0	16	dry:16
1143	76	dry	xuśk	xuʃk	Urdu	20	x u ʃ k	3 7 3 1	AXLN	GYSK	15	15.G.C 15.Y.V 15.S.c 15.K.c	2.0 1.5 1.1 0.8	0	16	dry:16
1144	76	dry	sukkhā	sukkʰä	Nepali	20	s u k kʰ ä	3 7 1 1 7	AXMBZ	SYKKA	9	9.S.C 9.Y.V 9.K.c 9.K.C 9.A.V	2.0 1.5 1.1 1.75 0.8	0	16	dry:16
1145	76	dry	sukkā	None	Punjabi	20	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1146	76	dry	sukal	None	Sindhi	20	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1147	76	dry	sukũ	None	Gujarati	20	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1148	76	dry	korḍe	None	Marathi	20	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1149	76	dry	sukẽ	None	Konkani	20	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1150	76	dry	xukan	xukan	Assamese	20	x u k a n	3 7 1 7 4	AXBYN	GYKAN	1	1.G.C 1.Y.V 1.K.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 0.8	0	16	dry:16
1151	76	dry	śukna	None	Bengali	20	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1152	76	dry	śukhila	None	Oriya	20	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1153	76	dry	wiyaḷi	None	Sinhalese	456	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1154	76	dry	dahan̊’gu	None	Dhivehi	20	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
1155	76	dry	shuko	None	Romani	20	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	16	dry:16
#
556	37	ear	ear	ɪə	English	515	ɪə	7	X	I	4	4.I.V	1.5	0	19	ear:19
557	37	ear	kān	kɑːn	Hindi	21	k ɑː n	1 7 4	AXN	KAN	6	6.K.C 6.A.V 6.N.c	2.0 1.5 0.8	0	19	ear:19
558	37	ear	kān	kɑːn	Urdu	21	k ɑː n	1 7 4	AXN	KAN	15	15.K.C 15.A.V 15.N.c	2.0 1.5 0.8	0	19	ear:19
559	37	ear	kān	kɑːn	Nepali	21	k ɑː n	1 7 4	AXN	KAN	9	9.K.C 9.A.V 9.N.c	2.0 1.5 0.8	0	19	ear:19
560	37	ear	kann	kənː	Punjabi	21	k ə nː	1 7 4	AXN	KEN	11	11.K.C 11.E.V 11.N.c	2.0 1.5 0.8	0	19	ear:19
561	37	ear	kana	None	Sindhi	21	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	19	ear:19
562	37	ear	kān	None	Gujarati	21	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	19	ear:19
563	37	ear	kān	kɑːn	Marathi	21	k ɑː n	1 7 4	AXN	KAN	8	8.K.C 8.A.V 8.N.c	2.0 1.5 0.8	0	19	ear:19
564	37	ear	kān	kɑːn	Konkani	21	k ɑː n	1 7 4	AXN	KAN	7	7.K.C 7.A.V 7.N.c	2.0 1.5 0.8	0	19	ear:19
565	37	ear	kan	kɑn	Assamese	21	k ɑ n	1 7 4	AXN	KAN	1	1.K.C 1.A.V 1.N.c	2.0 1.5 0.8	0	19	ear:19
566	37	ear	kan	kɑn	Bengali	21	k ɑ n	1 7 4	AXN	KAN	2	2.K.C 2.A.V 2.N.c	2.0 1.5 0.8	0	19	ear:19
567	37	ear	kanô	kanɔ	Oriya	21	k a n ɔ	1 7 4 7	AXBZ	KANU	10	10.K.C 10.A.V 10.N.C 10.U.V	2.0 1.5 1.75 0.8	0	19	ear:19
568	37	ear	kana	None	Sinhalese	21	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	19	ear:19
569	37	ear	kan̊fat̊	None	Dhivehi	21	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	19	ear:19
570	37	ear	kan	kan	Romani	21	k a n	1 7 4	AXN	KAN	12	12.K.C 12.A.V 12.N.c	2.0 1.5 0.8	0	19	ear:19
#
856	57	earth	earth	ɜːθ	English	531	ɜː θ	7 3	XN	ED	4	4.E.V 4.D.c	1.5 0.8	0	20	earth:20
857	57	earth	dhartī	dʱəɾtiː	Hindi	22	dʱ ə ɾ t iː	1 7 5 1 7	AXMBZ	TERTI	6	6.T.C 6.E.V 6.R.c 6.T.C 6.I.V	2.0 1.5 1.1 1.75 0.8	0	20	earth:20
858	57	earth	zamīn	zamiːn	Urdu	22	z a m iː n	3 7 4 7 4	AXBYN	SAMIN	15	15.S.C 15.A.V 15.M.C 15.I.V 15.N.c	2.0 1.5 1.75 1.3 0.8	0	20	earth:20
859	57	earth	dhartī	pɾɪtʰʋiː	Nepali	22	p ɾ ɪ tʰ ʋ iː	1 5 7 1 6 7	ACXBCZ	PRITWI	9	9.P.C 9.R.C 9.I.V 9.T.C 9.W.C 9.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	20	earth:20
860	57	earth	zamīn	None	Punjabi	22	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	20	earth:20
861	57	earth	dhartī	None	Sindhi	22	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	20	earth:20
862	57	earth	pṛthvī	None	Gujarati	22	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	20	earth:20
863	57	earth	pruthvī	pɾɪtʰʋiː	Marathi	118	p ɾ ɪ tʰ ʋ iː	1 5 7 1 6 7	ACXBCZ	PRITWI	8	8.P.C 8.R.C 8.I.V 8.T.C 8.W.C 8.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	20	earth:20
864	57	earth	jamīn	None	Konkani	118	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	20	earth:20
865	57	earth	prithiwi	pitʰibi	Assamese	157	p i tʰ i b i	1 7 1 7 1 7	AXBYBZ	PITIPI	1	1.P.C 1.I.V 1.T.C 1.I.V 1.P.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	20	earth:20
866	57	earth	maṭi	mati	Bengali	157	m a t i	4 7 1 7	AXBZ	MATI	2	2.M.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	0	20	earth:20
867	57	earth	pruthwi	None	Oriya	157	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	20	earth:20
868	57	earth	bima	None	Sinhalese	396	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	20	earth:20
869	57	earth	bin̊	bin	Dhivehi	118	b i n	1 7 4	AXN	PIN	3	3.P.C 3.I.V 3.N.c	2.0 1.5 0.8	0	20	earth:20
870	57	earth	phuv	None	Romani	118	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	20	earth:20
#
466	31	egg	egg	ɛɡ	English	0	ɛ ɡ	7 1	XN	EK	4	4.E.V 4.K.c	1.5 0.8	0	21	egg:21
467	31	egg	aṇḍā	əɳɖɑː	Hindi	24	ə ɳ ɖ ɑː	7 4 1 7	XMBZ	ENTA	6	6.E.V 6.N.c 6.T.C 6.A.V	1.5 1.1 1.75 0.8	0	21	egg:21
468	31	egg	anḍā	None	Urdu	24	N o n e	0 7 4 7	AXBZ	0UNE	15	15.0.C 15.U.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	1	21	egg:21
469	31	egg	phul	əɳɖɑː	Nepali	24	ə ɳ ɖ ɑː	7 4 1 7	XMBZ	ENTA	9	9.E.V 9.N.c 9.T.C 9.A.V	1.5 1.1 1.75 0.8	0	21	egg:21
470	31	egg	iṅgā	None	Punjabi	24	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	21	egg:21
471	31	egg	āno	None	Sindhi	24	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	21	egg:21
472	31	egg	ī̃ḍũ	None	Gujarati	24	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	21	egg:21
473	31	egg	aṇḍe	əɳɖe	Marathi	24	ə ɳ ɖ e	7 4 1 7	XMBZ	ENTE	8	8.E.V 8.N.c 8.T.C 8.E.V	1.5 1.1 1.75 0.8	0	21	egg:21
474	31	egg	tātī	None	Konkani	-4	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	21	egg:21
475	31	egg	koni	kɔni	Assamese	304	k ɔ n i	1 7 4 7	AXBZ	KUNI	1	1.K.C 1.U.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	21	egg:21
476	31	egg	ḍim	dim	Bengali	304	d i m	1 7 4	AXN	TIM	2	2.T.C 2.I.V 2.M.c	2.0 1.5 0.8	0	21	egg:21
477	31	egg	ôṇḍa	ɔɳɖa	Oriya	304	ɔ ɳ ɖ a	7 4 1 7	XMBZ	UNTA	10	10.U.V 10.N.c 10.T.C 10.A.V	1.5 1.1 1.75 0.8	0	21	egg:21
478	31	egg	bittaraya	None	Sinhalese	24	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	21	egg:21
479	31	egg	bis	bis	Dhivehi	398	b i s	1 7 3	AXN	PIS	3	3.P.C 3.I.V 3.S.c	2.0 1.5 0.8	0	21	egg:21
480	31	egg	anro	None	Romani	24	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	21	egg:21
#
571	38	eye	eye	aɪ	English	572	aɪ	7	X	A	4	4.A.V	1.5	1	22	eye:22
572	38	eye	ā̃kh	ɑːkʰ	Hindi	25	ɑː kʰ	7 1	XN	AK	6	6.A.V 6.K.c	1.5 0.8	0	22	eye:22
573	38	eye	ā̃kh	None	Urdu	25	N o n e	0 7 4 7	AXBZ	0UNE	15	15.0.C 15.U.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	1	22	eye:22
574	38	eye	ā̃khā	äkʰä	Nepali	25	ä kʰ ä	7 1 7	XBZ	AKA	9	9.A.V 9.K.C 9.A.V	1.5 1.75 0.8	0	22	eye:22
575	38	eye	akkha	əkːʰ	Punjabi	25	ə kːʰ	7 1	XN	EK	11	11.E.V 11.K.c	1.5 0.8	0	22	eye:22
576	38	eye	akhi	ɪkː	Sindhi	25	ɪ kː	7 1	XN	IK	13	13.I.V 13.K.c	1.5 0.8	0	22	eye:22
577	38	eye	ā̃kha	None	Gujarati	25	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	22	eye:22
578	38	eye	ḍoḷā	None	Marathi	274	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	22	eye:22
579	38	eye	doḷo	None	Konkani	274	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	22	eye:22
580	38	eye	soku	sɔku	Assamese	305	s ɔ k u	3 7 1 7	AXBZ	SUKY	1	1.S.C 1.U.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	0	22	eye:22
